DATAFLOW,SEXP: Sex,INCP: Total personal income (weekly),AGEP: Age,REGION: Region,REGION_TYPE: Region Type,STATE: State,TIME_PERIOD: Time Period,OBS_VALUE
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,213051368: Werribee - South,SA2: Statistical Area Level 2,2: Victoria,2021,6693
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,210051542: Craigieburn - North West,SA2: Statistical Area Level 2,2: Victoria,2021,3382
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,213041358: Melton West,SA2: Statistical Area Level 2,2: Victoria,2021,8170
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,208021427: Bentleigh East - South,SA2: Statistical Area Level 2,2: Victoria,2021,11336
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,205021082: Bruthen - Omeo,SA2: Statistical Area Level 2,2: Victoria,2021,3528
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,207011522: Kew - West,SA2: Statistical Area Level 2,2: Victoria,2021,5738
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,201021010: Creswick - Clunes,SA2: Statistical Area Level 2,2: Victoria,2021,3342
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,212041566: Keysborough - South,SA2: Statistical Area Level 2,2: Victoria,2021,11711
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,201021012: Gordon (Vic.),SA2: Statistical Area Level 2,2: Victoria,2021,2509
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,207021156: Bulleen,SA2: Statistical Area Level 2,2: Victoria,2021,9661
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,201031013: Avoca,SA2: Statistical Area Level 2,2: Victoria,2021,3024
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,203011036: Winchelsea,SA2: Statistical Area Level 2,2: Victoria,2021,2667
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,209031215: Wattle Glen - Diamond Creek,SA2: Statistical Area Level 2,2: Victoria,2021,5731
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,204031491: Baranduda - Leneva,SA2: Statistical Area Level 2,2: Victoria,2021,4914
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,213031349: Maribyrnong,SA2: Statistical Area Level 2,2: Victoria,2021,5492
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,216031593: Kialla,SA2: Statistical Area Level 2,2: Victoria,2021,7032
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,211031263: Bayswater North,SA2: Statistical Area Level 2,2: Victoria,2021,9729
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,216021412: Moira,SA2: Statistical Area Level 2,2: Victoria,2021,1140
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,212011552: Pakenham - South West,SA2: Statistical Area Level 2,2: Victoria,2021,10366
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,206051134: St Kilda East,SA2: Statistical Area Level 2,2: Victoria,2021,7098
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,212041318: Springvale South,SA2: Statistical Area Level 2,2: Victoria,2021,10544
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,207021159: Templestowe,SA2: Statistical Area Level 2,2: Victoria,2021,6862
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,203021040: Geelong West - Hamlyn Heights,SA2: Statistical Area Level 2,2: Victoria,2021,17367
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,215011389: Horsham Surrounds,SA2: Statistical Area Level 2,2: Victoria,2021,1504
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,209041220: Mill Park - North,SA2: Statistical Area Level 2,2: Victoria,2021,14798
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,215011387: Ararat Surrounds,SA2: Statistical Area Level 2,2: Victoria,2021,2644
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,208031193: Mordialloc - Parkdale,SA2: Statistical Area Level 2,2: Victoria,2021,9243
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,213051584: Tarneit - North,SA2: Statistical Area Level 2,2: Victoria,2021,5062
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,206041124: Parkville,SA2: Statistical Area Level 2,2: Victoria,2021,3209
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,210031537: Oak Park,SA2: Statistical Area Level 2,2: Victoria,2021,3360
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,201011483: Canadian - Mount Clear,SA2: Statistical Area Level 2,2: Victoria,2021,5262
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,212041460: Noble Park - West,SA2: Statistical Area Level 2,2: Victoria,2021,8127
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,211011447: Ferntree Gully - North,SA2: Statistical Area Level 2,2: Victoria,2021,11741
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,206041504: Melbourne CBD - North,SA2: Statistical Area Level 2,2: Victoria,2021,16405
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,213051466: Point Cook - South,SA2: Statistical Area Level 2,2: Victoria,2021,6578
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,213051580: Point Cook - North East,SA2: Statistical Area Level 2,2: Victoria,2021,5407
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,211011258: Rowville - South,SA2: Statistical Area Level 2,2: Victoria,2021,4320
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,212031304: Cranbourne West,SA2: Statistical Area Level 2,2: Victoria,2021,15816
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,212021454: Endeavour Hills - South,SA2: Statistical Area Level 2,2: Victoria,2021,5474
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,217041479: Warrnambool - North,SA2: Statistical Area Level 2,2: Victoria,2021,9623
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,213041360: Taylors Hill,SA2: Statistical Area Level 2,2: Victoria,2021,14614
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,212041316: Noble Park North,SA2: Statistical Area Level 2,2: Victoria,2021,3082
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,210041539: Diggers Rest,SA2: Statistical Area Level 2,2: Victoria,2021,2051
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,209031211: Kinglake,SA2: Statistical Area Level 2,2: Victoria,2021,1645
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,205011076: Drouin,SA2: Statistical Area Level 2,2: Victoria,2021,7533
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,206071142: Fitzroy,SA2: Statistical Area Level 2,2: Victoria,2021,9362
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,216031415: Mooroopna,SA2: Statistical Area Level 2,2: Victoria,2021,3358
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,210051242: Broadmeadows,SA2: Statistical Area Level 2,2: Victoria,2021,11061
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,211011254: Knoxfield - Scoresby,SA2: Statistical Area Level 2,2: Victoria,2021,6953
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,209011198: Heidelberg - Rosanna,SA2: Statistical Area Level 2,2: Victoria,2021,13154
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,202021028: Castlemaine Surrounds,SA2: Statistical Area Level 2,2: Victoria,2021,3937
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,212021554: Berwick - South West,SA2: Statistical Area Level 2,2: Victoria,2021,4134
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,206061138: Toorak,SA2: Statistical Area Level 2,2: Victoria,2021,6239
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,208011173: Sandringham - Black Rock,SA2: Statistical Area Level 2,2: Victoria,2021,6838
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,204021067: Wangaratta Surrounds,SA2: Statistical Area Level 2,2: Victoria,2021,4040
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,211011260: Wantirna South,SA2: Statistical Area Level 2,2: Victoria,2021,15288
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,215011389: Horsham Surrounds,SA2: Statistical Area Level 2,2: Victoria,2021,2882
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,211051277: Kilsyth,SA2: Statistical Area Level 2,2: Victoria,2021,4317
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,204031075: Yackandandah,SA2: Statistical Area Level 2,2: Victoria,2021,4155
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,209031215: Wattle Glen - Diamond Creek,SA2: Statistical Area Level 2,2: Victoria,2021,5939
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,213021344: Newport,SA2: Statistical Area Level 2,2: Victoria,2021,7133
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,202021029: Heathcote,SA2: Statistical Area Level 2,2: Victoria,2021,4330
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,206071143: Fitzroy North,SA2: Statistical Area Level 2,2: Victoria,2021,11215
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,209041220: Mill Park - North,SA2: Statistical Area Level 2,2: Victoria,2021,7211
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,215031404: Swan Hill,SA2: Statistical Area Level 2,2: Victoria,2021,4281
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,203021045: Newcomb - Moolap,SA2: Statistical Area Level 2,2: Victoria,2021,6275
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,213031347: Braybrook,SA2: Statistical Area Level 2,2: Victoria,2021,16085
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,208011169: Brighton (Vic.),SA2: Statistical Area Level 2,2: Victoria,2021,10284
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,209041225: Whittlesea,SA2: Statistical Area Level 2,2: Victoria,2021,8558
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,211041269: Forest Hill,SA2: Statistical Area Level 2,2: Victoria,2021,4256
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,206041509: Southbank - East,SA2: Statistical Area Level 2,2: Victoria,2021,15227
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,211041273: Vermont South,SA2: Statistical Area Level 2,2: Victoria,2021,10192
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,206071139: Abbotsford,SA2: Statistical Area Level 2,2: Victoria,2021,4276
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,213051464: Point Cook - East,SA2: Statistical Area Level 2,2: Victoria,2021,7037
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,209021205: Kingsbury,SA2: Statistical Area Level 2,2: Victoria,2021,9096
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,213051588: Truganina - South West,SA2: Statistical Area Level 2,2: Victoria,2021,6690
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,201031015: Golden Plains - North,SA2: Statistical Area Level 2,2: Victoria,2021,1890
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,211031450: Croydon - East,SA2: Statistical Area Level 2,2: Victoria,2021,7122
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,206021500: Northcote - West,SA2: Statistical Area Level 2,2: Victoria,2021,8816
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,203021040: Geelong West - Hamlyn Heights,SA2: Statistical Area Level 2,2: Victoria,2021,9111
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,210051441: Craigieburn - Central,SA2: Statistical Area Level 2,2: Victoria,2021,3206
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,209041529: Lalor - East,SA2: Statistical Area Level 2,2: Victoria,2021,8340
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,213011570: Derrimut,SA2: Statistical Area Level 2,2: Victoria,2021,6222
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,216031419: Shepparton Surrounds - West,SA2: Statistical Area Level 2,2: Victoria,2021,4148
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,201011001: Alfredton,SA2: Statistical Area Level 2,2: Victoria,2021,12804
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,211051286: Yarra Valley,SA2: Statistical Area Level 2,2: Victoria,2021,6928
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,202011022: Kangaroo Flat - Golden Square,SA2: Statistical Area Level 2,2: Victoria,2021,9379
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,206011495: Brunswick - North,SA2: Statistical Area Level 2,2: Victoria,2021,5979
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,210051542: Craigieburn - North West,SA2: Statistical Area Level 2,2: Victoria,2021,3436
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,201011001: Alfredton,SA2: Statistical Area Level 2,2: Victoria,2021,6110
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,206041505: Melbourne CBD - West,SA2: Statistical Area Level 2,2: Victoria,2021,7649
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,211011256: Rowville - Central,SA2: Statistical Area Level 2,2: Victoria,2021,6253
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,210031440: Hadfield,SA2: Statistical Area Level 2,2: Victoria,2021,5051
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,210031538: Pascoe Vale,SA2: Statistical Area Level 2,2: Victoria,2021,14188
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,206071145: Clifton Hill - Alphington,SA2: Statistical Area Level 2,2: Victoria,2021,4285
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,210031440: Hadfield,SA2: Statistical Area Level 2,2: Victoria,2021,2448
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,213051579: Manor Lakes - Quandong,SA2: Statistical Area Level 2,2: Victoria,2021,3646
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,216011406: Echuca,SA2: Statistical Area Level 2,2: Victoria,2021,13008
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,214021592: Mornington - West,SA2: Statistical Area Level 2,2: Victoria,2021,4194
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,206031501: Essendon (West) - Aberfeldie,SA2: Statistical Area Level 2,2: Victoria,2021,7045
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,206041125: South Yarra - West,SA2: Statistical Area Level 2,2: Victoria,2021,3098
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,214021592: Mornington - West,SA2: Statistical Area Level 2,2: Victoria,2021,5242
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,217011423: Southern Grampians,SA2: Statistical Area Level 2,2: Victoria,2021,5206
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,213051583: Tarneit - Central,SA2: Statistical Area Level 2,2: Victoria,2021,20225
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,217011423: Southern Grampians,SA2: Statistical Area Level 2,2: Victoria,2021,2626
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,209011198: Heidelberg - Rosanna,SA2: Statistical Area Level 2,2: Victoria,2021,6215
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,206011495: Brunswick - North,SA2: Statistical Area Level 2,2: Victoria,2021,5502
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,209011202: Montmorency - Briar Hill,SA2: Statistical Area Level 2,2: Victoria,2021,13366
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,213041359: Rockbank - Mount Cottrell,SA2: Statistical Area Level 2,2: Victoria,2021,13237
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,217031473: Colac Surrounds,SA2: Statistical Area Level 2,2: Victoria,2021,4635
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,213031352: Yarraville,SA2: Statistical Area Level 2,2: Victoria,2021,5998
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,215031404: Swan Hill,SA2: Statistical Area Level 2,2: Victoria,2021,4763
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,203021486: Corio - Lovely Banks,SA2: Statistical Area Level 2,2: Victoria,2021,7336
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,208031192: Moorabbin Airport,SA2: Statistical Area Level 2,2: Victoria,2021,0
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,203031489: Barwon Heads - Armstrong Creek,SA2: Statistical Area Level 2,2: Victoria,2021,8689
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,214021383: Point Nepean,SA2: Statistical Area Level 2,2: Victoria,2021,8647
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,212031559: Cranbourne North - East,SA2: Statistical Area Level 2,2: Victoria,2021,9026
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,206041505: Melbourne CBD - West,SA2: Statistical Area Level 2,2: Victoria,2021,15112
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,211041269: Forest Hill,SA2: Statistical Area Level 2,2: Victoria,2021,4774
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,211051276: Healesville - Yarra Glen,SA2: Statistical Area Level 2,2: Victoria,2021,11666
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,212041317: Springvale,SA2: Statistical Area Level 2,2: Victoria,2021,9275
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,206041118: Docklands,SA2: Statistical Area Level 2,2: Victoria,2021,7408
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,203031049: Lorne - Anglesea,SA2: Statistical Area Level 2,2: Victoria,2021,2681
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,208041195: Malvern East,SA2: Statistical Area Level 2,2: Victoria,2021,8919
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,203021487: Grovedale - Mount Duneed,SA2: Statistical Area Level 2,2: Victoria,2021,10605
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,201011007: Smythes Creek,SA2: Statistical Area Level 2,2: Victoria,2021,3341
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,210021232: Gisborne,SA2: Statistical Area Level 2,2: Victoria,2021,5686
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,207011519: Hawthorn - North,SA2: Statistical Area Level 2,2: Victoria,2021,4102
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,203021045: Newcomb - Moolap,SA2: Statistical Area Level 2,2: Victoria,2021,6999
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,211041273: Vermont South,SA2: Statistical Area Level 2,2: Victoria,2021,4821
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,209011197: Greensborough,SA2: Statistical Area Level 2,2: Victoria,2021,16983
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,205031091: Phillip Island,SA2: Statistical Area Level 2,2: Victoria,2021,5589
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,213011338: Sunshine West,SA2: Statistical Area Level 2,2: Victoria,2021,7805
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,207031161: Blackburn,SA2: Statistical Area Level 2,2: Victoria,2021,18296
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,207021160: Templestowe Lower,SA2: Statistical Area Level 2,2: Victoria,2021,5629
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,212011546: Beaconsfield - Officer,SA2: Statistical Area Level 2,2: Victoria,2021,8834
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,212031306: Lynbrook - Lyndhurst,SA2: Statistical Area Level 2,2: Victoria,2021,6785
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,205031087: Foster,SA2: Statistical Area Level 2,2: Victoria,2021,8083
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,212011550: Pakenham - North West,SA2: Statistical Area Level 2,2: Victoria,2021,5551
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,205021080: Alps - East,SA2: Statistical Area Level 2,2: Victoria,2021,0
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,212041563: Dandenong - North,SA2: Statistical Area Level 2,2: Victoria,2021,9385
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,205031087: Foster,SA2: Statistical Area Level 2,2: Victoria,2021,4027
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,205051102: Rosedale,SA2: Statistical Area Level 2,2: Victoria,2021,1693
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,213031348: Footscray,SA2: Statistical Area Level 2,2: Victoria,2021,7475
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,203031048: Clifton Springs,SA2: Statistical Area Level 2,2: Victoria,2021,13873
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,205021084: Lakes Entrance,SA2: Statistical Area Level 2,2: Victoria,2021,4726
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,208021177: Caulfield - North,SA2: Statistical Area Level 2,2: Victoria,2021,18402
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,213011334: St Albans - North,SA2: Statistical Area Level 2,2: Victoria,2021,8501
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,212031555: Clyde North - North,SA2: Statistical Area Level 2,2: Victoria,2021,3598
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,204031070: Chiltern - Indigo Valley,SA2: Statistical Area Level 2,2: Victoria,2021,1299
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,213011570: Derrimut,SA2: Statistical Area Level 2,2: Victoria,2021,3116
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,202011021: Flora Hill - Spring Gully,SA2: Statistical Area Level 2,2: Victoria,2021,3582
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,202011025: White Hills - Ascot,SA2: Statistical Area Level 2,2: Victoria,2021,11032
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,213021343: Altona North,SA2: Statistical Area Level 2,2: Victoria,2021,12035
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,209041431: Epping - East,SA2: Statistical Area Level 2,2: Victoria,2021,5271
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,212031306: Lynbrook - Lyndhurst,SA2: Statistical Area Level 2,2: Victoria,2021,13442
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,213041360: Taylors Hill,SA2: Statistical Area Level 2,2: Victoria,2021,7469
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,211051286: Yarra Valley,SA2: Statistical Area Level 2,2: Victoria,2021,6873
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,212021455: Narre Warren - North East,SA2: Statistical Area Level 2,2: Victoria,2021,5462
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,211031263: Bayswater North,SA2: Statistical Area Level 2,2: Victoria,2021,5036
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,217041478: Moyne - West,SA2: Statistical Area Level 2,2: Victoria,2021,4205
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,213011338: Sunshine West,SA2: Statistical Area Level 2,2: Victoria,2021,7659
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,212011550: Pakenham - North West,SA2: Statistical Area Level 2,2: Victoria,2021,2922
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,213041571: Brookfield,SA2: Statistical Area Level 2,2: Victoria,2021,3559
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,208021178: Caulfield - South,SA2: Statistical Area Level 2,2: Victoria,2021,7207
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,207031162: Blackburn South,SA2: Statistical Area Level 2,2: Victoria,2021,9035
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,213041575: Hillside,SA2: Statistical Area Level 2,2: Victoria,2021,13013
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,211031268: Ringwood North,SA2: Statistical Area Level 2,2: Victoria,2021,3839
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,204031069: Bright - Mount Beauty,SA2: Statistical Area Level 2,2: Victoria,2021,7546
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,207021424: Doncaster East - North,SA2: Statistical Area Level 2,2: Victoria,2021,6291
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,212051327: Wheelers Hill,SA2: Statistical Area Level 2,2: Victoria,2021,17634
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,202031033: Loddon,SA2: Statistical Area Level 2,2: Victoria,2021,6198
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,210031535: Glenroy - East,SA2: Statistical Area Level 2,2: Victoria,2021,6151
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,212011546: Beaconsfield - Officer,SA2: Statistical Area Level 2,2: Victoria,2021,18171
ABS:C21_G17_SA2(1.0.0),3: Persons,_T: Total,_T: Total,209041436: South Morang - South,SA2: Statistical Area Level 2,2: Victoria,2021,10137
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,212051323: Mount Waverley - North,SA2: Statistical Area Level 2,2: Victoria,2021,6520
ABS:C21_G17_SA2(1.0.0),2: Females,_T: Total,_T: Total,209031210: Hurstbridge,SA2: Statistical Area Level 2,2: Victoria,2021,1455
ABS:C21_G17_SA2(1.0.0),1: Males,_T: Total,_T: Total,205021083: Lake King,SA2: Statistical Area Level 2,2: Victoria,2021,0
